T2M,RH2M,WS10M,PRECTOTCORR,WSC,DATE
25.76,95.39,2.08,2.74,1.86,2021-04-04 00:00:00
25.48,96.14,2.08,1.85,1.87,2021-04-04 01:00:00
25.2,96.75,2.0,1.06,1.82,2021-04-04 02:00:00
24.95,97.14,1.86,1.16,1.68,2021-04-04 03:00:00
24.74,97.17,1.78,1.39,1.5,2021-04-04 04:00:00
24.63,96.71,1.73,1.32,1.32,2021-04-04 05:00:00
24.82,96.13,1.59,0.93,1.18,2021-04-04 06:00:00
26.38,92.48,1.57,5.62,1.15,2021-04-04 07:00:00
28.4,79.72,1.55,5.91,1.08,2021-04-04 08:00:00
29.7,67.15,1.24,4.16,0.78,2021-04-04 09:00:00
30.57,61.94,0.96,3.75,0.57,2021-04-04 10:00:00
31.35,59.28,0.67,3.79,0.41,2021-04-04 11:00:00
31.75,58.3,0.41,4.81,0.25,2021-04-04 12:00:00
31.79,58.38,0.38,5.54,0.18,2021-04-04 13:00:00
31.52,59.84,0.65,6.93,0.3,2021-04-04 14:00:00
31.9,60.64,0.88,7.08,0.42,2021-04-04 15:00:00
31.73,62.06,0.92,8.79,0.47,2021-04-04 16:00:00
30.19,67.48,1.12,7.55,0.62,2021-04-04 17:00:00
28.49,81.91,1.22,4.29,0.85,2021-04-04 18:00:00
27.81,85.03,1.3,4.3,0.88,2021-04-04 19:00:00
27.47,86.76,1.17,4.03,0.77,2021-04-04 20:00:00
27.25,87.1,1.04,2.94,0.67,2021-04-04 21:00:00
27.1,84.71,1.05,3.06,0.67,2021-04-04 22:00:00
26.75,86.41,1.09,3.33,0.7,2021-04-04 23:00:00
26.41,87.92,1.13,3.68,0.73,2021-04-05 00:00:00
26.16,88.8,1.06,4.75,0.7,2021-04-05 01:00:00
26.11,88.34,0.8,5.61,0.51,2021-04-05 02:00:00
26.25,86.46,0.5,6.8,0.3,2021-04-05 03:00:00
25.97,88.31,0.9,8.3,0.57,2021-04-05 04:00:00
25.48,91.56,1.53,9.08,1.06,2021-04-05 05:00:00
25.33,93.5,1.76,9.86,1.38,2021-04-05 06:00:00
26.37,91.96,1.93,1.94,1.44,2021-04-05 07:00:00
27.43,88.14,2.15,1.69,1.48,2021-04-05 08:00:00
28.06,80.58,2.22,1.27,1.41,2021-04-05 09:00:00
28.55,77.29,2.2,1.31,1.3,2021-04-05 10:00:00
29.1,74.56,2.02,1.31,1.17,2021-04-05 11:00:00
29.34,73.09,1.95,1.66,1.11,2021-04-05 12:00:00
29.43,72.72,2.13,2.04,1.21,2021-04-05 13:00:00
29.35,73.24,2.43,2.38,1.4,2021-04-05 14:00:00
28.95,75.9,2.71,2.74,1.64,2021-04-05 15:00:00
28.39,80.03,2.73,2.58,1.81,2021-04-05 16:00:00
27.64,85.2,2.45,2.06,1.82,2021-04-05 17:00:00
26.63,91.11,2.07,1.73,1.85,2021-04-05 18:00:00
26.25,92.64,1.99,1.15,1.8,2021-04-05 19:00:00
26.06,93.31,1.89,1.02,1.66,2021-04-05 20:00:00
25.9,93.72,1.82,0.93,1.55,2021-04-05 21:00:00
25.77,93.94,1.85,0.83,1.51,2021-04-05 22:00:00
25.63,94.23,1.88,0.94,1.53,2021-04-05 23:00:00
25.45,94.61,1.87,1.02,1.5,2021-04-06 00:00:00
25.28,94.98,1.91,0.92,1.46,2021-04-06 01:00:00
25.13,95.49,1.93,1.07,1.47,2021-04-06 02:00:00
25.01,95.86,1.96,0.96,1.5,2021-04-06 03:00:00
24.97,95.96,1.93,1.07,1.45,2021-04-06 04:00:00
24.99,95.7,1.87,0.86,1.37,2021-04-06 05:00:00
25.16,95.44,1.78,0.95,1.34,2021-04-06 06:00:00
26.42,93.57,1.75,4.36,1.38,2021-04-06 07:00:00
27.76,87.07,2.32,3.8,1.7,2021-04-06 08:00:00
28.65,79.17,2.46,2.96,1.58,2021-04-06 09:00:00
29.35,75.14,2.42,3.08,1.45,2021-04-06 10:00:00
29.97,71.69,2.4,3.82,1.43,2021-04-06 11:00:00
30.45,69.08,2.49,3.96,1.46,2021-04-06 12:00:00
30.55,67.87,2.67,4.72,1.56,2021-04-06 13:00:00
30.24,68.62,2.8,5.91,1.66,2021-04-06 14:00:00
29.72,71.32,2.78,6.75,1.72,2021-04-06 15:00:00
29.07,75.65,2.58,7.88,1.8,2021-04-06 16:00:00
28.16,80.98,2.46,7.27,1.81,2021-04-06 17:00:00
26.9,88.47,2.13,6.14,1.89,2021-04-06 18:00:00
26.37,90.87,2.17,5.14,1.97,2021-04-06 19:00:00
26.11,92.09,2.16,5.42,1.97,2021-04-06 20:00:00
25.9,93.15,2.08,5.96,1.87,2021-04-06 21:00:00
25.73,93.89,1.91,7.11,1.68,2021-04-06 22:00:00
25.58,94.41,1.79,9.29,1.5,2021-04-06 23:00:00
25.51,94.21,1.74,9.94,1.3,2021-04-07 00:00:00
25.5,93.86,1.59,9.87,1.12,2021-04-07 01:00:00
25.57,93.04,1.44,12.33,0.97,2021-04-07 02:00:00
25.58,92.64,1.35,12.22,0.91,2021-04-07 03:00:00
25.65,91.8,1.28,13.92,0.84,2021-04-07 04:00:00
25.67,90.94,1.46,13.88,0.98,2021-04-07 05:00:00
25.64,91.8,1.68,13.81,1.18,2021-04-07 06:00:00
27.77,87.01,2.25,17.61,1.56,2021-04-07 08:00:00
28.49,79.7,2.25,17.4,1.44,2021-04-07 09:00:00
28.86,76.16,2.02,19.67,1.21,2021-04-07 10:00:00
26.58,78.89,0.46,16.54,0.36,2021-04-07 21:00:00
26.16,81.0,0.71,13.01,0.55,2021-04-07 22:00:00
25.49,85.59,1.22,9.28,0.93,2021-04-07 23:00:00
24.97,88.45,1.48,6.93,1.13,2021-04-08 00:00:00
24.84,88.4,1.47,4.16,1.03,2021-04-08 01:00:00
24.92,87.44,1.25,2.86,0.82,2021-04-08 02:00:00
24.97,87.07,1.09,1.68,0.69,2021-04-08 03:00:00
24.98,86.94,0.95,1.29,0.59,2021-04-08 04:00:00
25.02,86.53,0.76,0.92,0.46,2021-04-08 05:00:00
25.23,86.33,0.57,0.94,0.35,2021-04-08 06:00:00
26.5,87.88,0.23,0.09,0.12,2021-04-08 07:00:00
29.51,69.13,0.8,0.1,0.6,2021-04-08 08:00:00
31.21,59.14,1.17,0.08,0.78,2021-04-08 09:00:00
31.03,57.38,1.47,0.08,0.86,2021-04-08 10:00:00
31.16,57.79,1.69,0.25,0.93,2021-04-08 11:00:00
31.29,58.62,2.01,0.44,1.09,2021-04-08 12:00:00
31.19,59.86,2.34,0.65,1.28,2021-04-08 13:00:00
30.71,62.3,2.61,0.73,1.46,2021-04-08 14:00:00
30.19,64.74,2.78,0.71,1.61,2021-04-08 15:00:00
29.37,69.06,2.61,0.56,1.62,2021-04-08 16:00:00
28.46,74.69,2.2,0.41,1.56,2021-04-08 17:00:00
26.98,83.26,1.84,0.25,1.54,2021-04-08 18:00:00
26.45,85.74,1.78,0.26,1.46,2021-04-08 19:00:00
26.36,85.74,1.58,0.28,1.27,2021-04-08 20:00:00
26.48,84.21,1.34,0.22,0.98,2021-04-08 21:00:00
26.66,81.47,1.09,0.21,0.73,2021-04-08 22:00:00
26.8,78.22,0.87,0.13,0.55,2021-04-08 23:00:00
26.85,76.1,0.68,0.12,0.42,2021-04-09 00:00:00
26.68,75.73,0.59,0.15,0.35,2021-04-09 01:00:00
26.4,76.62,0.65,0.27,0.39,2021-04-09 02:00:00
26.02,78.16,0.89,0.28,0.54,2021-04-09 03:00:00
25.63,80.4,1.06,0.22,0.67,2021-04-09 04:00:00
25.45,81.51,1.08,0.2,0.69,2021-04-09 05:00:00
25.63,82.46,0.95,0.08,0.62,2021-04-09 06:00:00
27.46,79.57,0.82,0.0,0.54,2021-04-09 07:00:00
29.61,65.91,0.89,0.0,0.56,2021-04-09 08:00:00
30.77,58.76,1.1,0.0,0.65,2021-04-09 09:00:00
31.31,57.21,1.32,0.0,0.73,2021-04-09 10:00:00
31.94,56.37,1.61,0.0,0.88,2021-04-09 11:00:00
32.21,56.12,1.91,0.01,1.03,2021-04-09 12:00:00
32.21,56.26,2.18,0.02,1.18,2021-04-09 13:00:00
31.97,57.01,2.33,0.04,1.28,2021-04-09 14:00:00
31.51,58.69,2.32,0.03,1.3,2021-04-09 15:00:00
30.87,62.1,2.16,0.04,1.31,2021-04-09 16:00:00
29.98,67.96,1.96,0.03,1.32,2021-04-09 17:00:00
27.99,78.93,1.92,0.01,1.43,2021-04-09 18:00:00
27.12,82.77,1.99,0.01,1.53,2021-04-09 19:00:00
26.66,84.23,1.97,0.0,1.54,2021-04-09 20:00:00
26.38,84.98,1.95,0.0,1.45,2021-04-09 21:00:00
26.24,84.78,1.79,0.0,1.28,2021-04-09 22:00:00
26.2,83.8,1.56,0.0,1.06,2021-04-09 23:00:00
26.12,83.04,1.26,0.0,0.82,2021-04-10 00:00:00
26.05,82.48,1.0,0.0,0.63,2021-04-10 01:00:00
25.98,81.8,0.91,0.0,0.56,2021-04-10 02:00:00
25.75,82.29,0.97,0.0,0.59,2021-04-10 03:00:00
25.27,84.45,1.11,0.0,0.69,2021-04-10 04:00:00
24.9,86.03,1.24,0.0,0.78,2021-04-10 05:00:00
24.89,87.7,1.26,0.0,0.84,2021-04-10 06:00:00
26.77,82.83,1.22,0.33,0.77,2021-04-10 07:00:00
28.26,73.02,1.33,0.89,0.77,2021-04-10 08:00:00
29.51,67.84,1.44,1.38,0.83,2021-04-10 09:00:00
30.51,63.84,1.62,1.66,0.92,2021-04-10 10:00:00
31.32,60.34,1.77,3.01,1.0,2021-04-10 11:00:00
31.79,58.14,1.93,10.07,1.07,2021-04-10 12:00:00
30.02,68.05,2.12,15.75,1.38,2021-04-10 17:00:00
27.7,80.99,2.06,11.86,1.58,2021-04-10 18:00:00
26.67,85.82,2.07,10.27,1.78,2021-04-10 19:00:00
26.22,88.02,2.09,6.25,1.86,2021-04-10 20:00:00
25.94,89.54,2.1,5.09,1.86,2021-04-10 21:00:00
25.7,90.86,2.06,2.71,1.81,2021-04-10 22:00:00
25.5,91.69,1.97,2.15,1.72,2021-04-10 23:00:00
25.28,92.41,1.9,4.21,1.62,2021-04-11 00:00:00
25.1,92.64,1.89,2.78,1.52,2021-04-11 01:00:00
24.97,92.46,1.87,4.7,1.39,2021-04-11 02:00:00
24.91,91.95,1.8,5.83,1.28,2021-04-11 03:00:00
24.89,91.46,1.7,3.63,1.17,2021-04-11 04:00:00
24.85,91.36,1.68,5.01,1.15,2021-04-11 05:00:00
25.09,92.14,1.63,2.74,1.19,2021-04-11 06:00:00
26.95,88.77,1.98,2.41,1.45,2021-04-11 07:00:00
28.4,79.27,2.49,2.83,1.72,2021-04-11 08:00:00
29.26,72.46,2.68,4.87,1.64,2021-04-11 09:00:00
30.1,69.31,2.82,7.19,1.68,2021-04-11 10:00:00
30.54,67.6,3.13,8.29,1.85,2021-04-11 11:00:00
30.73,67.0,3.42,10.27,2.03,2021-04-11 12:00:00
30.54,67.64,3.6,14.04,2.14,2021-04-11 13:00:00
30.31,68.44,3.66,13.73,2.2,2021-04-11 14:00:00
29.92,70.18,3.66,10.89,2.26,2021-04-11 15:00:00
29.24,73.86,3.42,6.19,2.28,2021-04-11 16:00:00
28.38,79.16,3.04,4.8,2.21,2021-04-11 17:00:00
26.91,88.01,2.44,2.56,2.2,2021-04-11 18:00:00
26.29,90.95,2.38,1.59,2.22,2021-04-11 19:00:00
26.03,92.2,2.34,1.64,2.17,2021-04-11 20:00:00
25.87,92.75,2.38,0.97,2.24,2021-04-11 21:00:00
25.83,92.85,2.32,2.2,2.17,2021-04-11 22:00:00
25.77,93.06,2.21,3.15,2.07,2021-04-11 23:00:00
25.63,93.42,2.15,4.05,1.98,2021-04-12 00:00:00
25.42,93.77,2.13,3.96,1.91,2021-04-12 01:00:00
25.21,93.99,2.16,3.77,1.93,2021-04-12 02:00:00
25.01,94.1,2.22,3.0,1.97,2021-04-12 03:00:00
24.85,94.13,2.24,2.2,1.98,2021-04-12 04:00:00
24.73,94.21,2.24,1.74,1.98,2021-04-12 05:00:00
25.07,93.92,2.19,1.74,1.96,2021-04-12 06:00:00
26.94,88.95,2.72,1.35,1.99,2021-04-12 07:00:00
28.15,79.41,3.32,2.31,2.18,2021-04-12 08:00:00
29.19,72.99,3.36,2.33,2.03,2021-04-12 09:00:00
30.06,69.37,3.32,3.47,1.97,2021-04-12 10:00:00
30.51,67.03,3.32,3.34,1.95,2021-04-12 11:00:00
30.81,65.37,3.3,5.16,1.92,2021-04-12 12:00:00
30.83,64.84,3.32,4.57,1.92,2021-04-12 13:00:00
30.69,65.11,3.4,4.5,1.98,2021-04-12 14:00:00
30.19,67.06,3.38,4.9,2.0,2021-04-12 15:00:00
29.54,70.38,3.12,5.23,1.96,2021-04-12 16:00:00
28.66,76.64,2.59,4.63,1.85,2021-04-12 17:00:00
27.12,85.62,2.09,4.17,1.74,2021-04-12 18:00:00
26.44,89.13,2.0,4.4,1.75,2021-04-12 19:00:00
26.23,90.57,1.93,3.77,1.72,2021-04-12 20:00:00
26.01,91.69,1.87,4.83,1.65,2021-04-12 21:00:00
25.75,92.51,1.83,4.41,1.6,2021-04-12 22:00:00
25.56,92.9,1.85,6.79,1.52,2021-04-12 23:00:00
25.43,92.92,1.81,6.74,1.4,2021-04-13 00:00:00
25.35,92.84,1.76,9.75,1.29,2021-04-13 01:00:00
25.3,92.89,1.68,10.94,1.21,2021-04-13 02:00:00
25.3,93.15,1.63,10.6,1.16,2021-04-13 03:00:00
25.29,93.42,1.59,11.84,1.14,2021-04-13 04:00:00
25.28,93.17,1.55,12.99,1.08,2021-04-13 05:00:00
25.4,92.96,1.44,17.22,1.0,2021-04-13 06:00:00
26.19,92.66,1.25,5.66,0.92,2021-04-13 07:00:00
27.59,86.01,1.7,3.87,1.15,2021-04-13 08:00:00
28.7,75.29,1.85,2.64,1.25,2021-04-13 09:00:00
29.1,71.01,2.12,2.76,1.31,2021-04-13 10:00:00
29.54,69.33,2.21,3.71,1.31,2021-04-13 11:00:00
29.82,68.84,2.11,3.76,1.24,2021-04-13 12:00:00
29.91,69.28,2.08,5.53,1.22,2021-04-13 13:00:00
29.84,70.33,2.11,7.5,1.25,2021-04-13 14:00:00
29.69,71.88,2.1,7.02,1.29,2021-04-13 15:00:00
29.61,75.23,1.89,7.57,1.25,2021-04-13 16:00:00
28.72,78.74,1.73,6.97,1.17,2021-04-13 17:00:00
27.57,85.73,1.59,8.46,1.17,2021-04-13 18:00:00
27.1,87.28,1.68,9.17,1.22,2021-04-13 19:00:00
26.8,88.44,1.7,9.22,1.23,2021-04-13 20:00:00
26.46,89.89,1.77,8.98,1.3,2021-04-13 21:00:00
26.07,91.62,1.83,8.54,1.43,2021-04-13 22:00:00
25.74,92.79,1.76,8.9,1.43,2021-04-13 23:00:00
25.55,93.13,1.62,9.05,1.23,2021-04-14 00:00:00
25.39,93.39,1.48,8.88,1.07,2021-04-14 01:00:00
25.21,94.14,1.45,11.07,1.07,2021-04-14 02:00:00
25.02,94.93,1.51,12.92,1.21,2021-04-14 03:00:00
24.93,95.11,1.51,13.61,1.19,2021-04-14 04:00:00
24.89,94.88,1.46,13.28,1.09,2021-04-14 05:00:00
24.93,95.06,1.42,10.97,1.06,2021-04-14 06:00:00
25.75,94.41,1.34,2.73,0.99,2021-04-14 07:00:00
26.92,89.62,1.58,2.71,1.01,2021-04-14 08:00:00
28.66,79.07,1.5,2.38,0.95,2021-04-14 09:00:00
29.85,69.94,1.6,1.88,0.98,2021-04-14 10:00:00
30.52,65.75,1.77,1.68,1.04,2021-04-14 11:00:00
30.36,64.65,1.82,1.31,1.06,2021-04-14 12:00:00
30.41,64.29,1.82,0.86,1.05,2021-04-14 13:00:00
30.52,64.12,1.78,0.46,1.03,2021-04-14 14:00:00
30.33,65.22,1.72,0.3,1.0,2021-04-14 15:00:00
29.97,68.59,1.56,0.33,1.0,2021-04-14 16:00:00
29.42,72.68,1.47,0.36,0.95,2021-04-14 17:00:00
27.86,82.21,1.41,0.45,1.01,2021-04-14 18:00:00
27.1,85.83,1.5,0.5,1.12,2021-04-14 19:00:00
26.66,87.96,1.55,0.38,1.2,2021-04-14 20:00:00
26.3,89.75,1.59,0.32,1.25,2021-04-14 21:00:00
25.94,91.38,1.56,0.37,1.3,2021-04-14 22:00:00
25.59,92.8,1.56,0.26,1.35,2021-04-14 23:00:00
25.29,93.97,1.64,0.27,1.44,2021-04-15 00:00:00
25.02,95.08,1.73,0.28,1.54,2021-04-15 01:00:00
24.78,96.09,1.8,0.26,1.61,2021-04-15 02:00:00
24.55,97.04,1.83,0.22,1.64,2021-04-15 03:00:00
24.36,97.55,1.75,0.19,1.53,2021-04-15 04:00:00
24.26,97.23,1.64,0.18,1.29,2021-04-15 05:00:00
24.59,95.94,1.41,0.23,1.04,2021-04-15 06:00:00
26.38,89.59,1.26,2.67,0.79,2021-04-15 07:00:00
29.03,72.47,0.93,1.61,0.55,2021-04-15 08:00:00
30.81,61.92,0.78,2.56,0.42,2021-04-15 09:00:00
32.29,58.05,0.84,3.18,0.43,2021-04-15 10:00:00
32.76,59.78,0.68,2.91,0.36,2021-04-15 11:00:00
33.0,59.06,0.43,1.41,0.26,2021-04-15 12:00:00
33.05,58.75,0.46,2.28,0.29,2021-04-15 13:00:00
32.89,59.2,0.47,4.32,0.3,2021-04-15 14:00:00
32.32,61.1,0.41,6.71,0.26,2021-04-15 15:00:00
32.17,63.25,0.42,7.24,0.25,2021-04-15 16:00:00
31.18,64.94,0.51,8.0,0.31,2021-04-15 17:00:00
29.66,69.4,0.65,6.12,0.41,2021-04-15 18:00:00
28.89,71.64,0.92,6.21,0.61,2021-04-15 19:00:00
27.97,77.7,1.22,6.07,0.85,2021-04-15 20:00:00
27.14,82.78,1.45,5.58,1.07,2021-04-15 21:00:00
26.55,85.63,1.57,6.44,1.2,2021-04-15 22:00:00
26.07,87.74,1.55,7.74,1.22,2021-04-15 23:00:00
25.65,89.87,1.54,9.98,1.22,2021-04-16 00:00:00
25.31,91.51,1.56,12.9,1.23,2021-04-16 01:00:00
25.04,92.76,1.59,14.66,1.23,2021-04-16 02:00:00
24.83,93.77,1.61,17.74,1.25,2021-04-16 03:00:00
24.71,94.22,1.59,16.57,1.22,2021-04-16 04:00:00
24.64,94.49,1.53,17.0,1.15,2021-04-16 05:00:00
24.88,94.76,1.46,15.57,1.08,2021-04-16 06:00:00
26.52,91.32,1.39,6.03,0.87,2021-04-16 07:00:00
29.13,80.86,1.14,5.73,0.65,2021-04-16 08:00:00
30.32,71.2,1.3,5.69,0.77,2021-04-16 09:00:00
30.94,63.92,1.55,5.0,0.88,2021-04-16 10:00:00
30.89,62.93,1.71,4.97,0.99,2021-04-16 11:00:00
30.84,63.55,2.0,5.32,1.17,2021-04-16 12:00:00
30.88,64.23,2.32,5.92,1.36,2021-04-16 13:00:00
30.52,66.67,2.6,6.6,1.57,2021-04-16 14:00:00
29.95,70.28,2.72,7.61,1.72,2021-04-16 15:00:00
29.15,75.92,2.69,8.99,1.9,2021-04-16 16:00:00
28.15,81.97,2.74,8.5,2.06,2021-04-16 17:00:00
26.91,89.79,2.36,10.25,2.14,2021-04-16 18:00:00
26.3,92.57,2.36,10.71,2.2,2021-04-16 19:00:00
25.93,94.04,2.24,11.71,2.07,2021-04-16 20:00:00
25.57,95.16,2.01,12.07,1.86,2021-04-16 21:00:00
25.25,95.59,1.85,12.82,1.55,2021-04-16 22:00:00
25.03,95.39,1.66,13.85,1.26,2021-04-16 23:00:00
24.81,95.33,1.58,13.95,1.13,2021-04-17 00:00:00
24.61,95.43,1.56,14.98,1.1,2021-04-17 01:00:00
24.47,95.22,1.54,13.62,1.07,2021-04-17 02:00:00
24.39,94.78,1.48,13.72,1.0,2021-04-17 03:00:00
24.4,94.02,1.31,16.77,0.86,2021-04-17 04:00:00
24.41,93.22,1.11,17.07,0.7,2021-04-17 05:00:00
24.54,94.13,0.96,17.46,0.63,2021-04-17 06:00:00
33.01,50.01,0.25,19.77,0.11,2021-04-17 13:00:00
32.67,51.76,0.47,14.6,0.2,2021-04-17 14:00:00
32.98,51.76,0.65,10.96,0.28,2021-04-17 15:00:00
33.11,52.57,0.66,6.97,0.32,2021-04-17 16:00:00
31.59,57.33,0.9,6.19,0.5,2021-04-17 17:00:00
29.4,72.15,1.09,5.05,0.75,2021-04-17 18:00:00
28.41,78.03,1.27,5.0,0.91,2021-04-17 19:00:00
27.83,81.44,1.37,5.35,1.01,2021-04-17 20:00:00
27.38,84.13,1.42,5.7,1.1,2021-04-17 21:00:00
27.08,85.86,1.39,8.32,1.07,2021-04-17 22:00:00
26.86,86.75,1.33,9.21,0.97,2021-04-17 23:00:00
26.64,87.01,1.24,10.62,0.87,2021-04-18 00:00:00
26.44,86.84,1.14,11.1,0.77,2021-04-18 01:00:00
26.4,85.57,1.01,9.94,0.67,2021-04-18 02:00:00
26.3,85.08,0.93,9.4,0.6,2021-04-18 03:00:00
26.04,85.96,0.99,5.69,0.65,2021-04-18 04:00:00
25.7,87.53,1.18,4.11,0.81,2021-04-18 05:00:00
25.62,89.74,1.29,2.68,0.98,2021-04-18 06:00:00
26.96,86.84,1.49,2.75,0.93,2021-04-18 07:00:00
29.35,73.34,1.55,2.4,0.92,2021-04-18 08:00:00
30.07,66.56,1.93,1.65,1.09,2021-04-18 09:00:00
30.55,64.6,1.94,1.21,1.1,2021-04-18 10:00:00
31.28,62.42,1.75,1.59,1.0,2021-04-18 11:00:00
31.69,60.9,1.59,2.95,0.92,2021-04-18 12:00:00
31.73,60.5,1.53,6.08,0.89,2021-04-18 13:00:00
31.46,61.41,1.52,9.33,0.91,2021-04-18 14:00:00
31.01,63.98,1.5,11.33,0.92,2021-04-18 15:00:00
30.61,68.1,1.62,12.15,1.07,2021-04-18 16:00:00
29.74,73.23,1.8,12.33,1.28,2021-04-18 17:00:00
28.03,83.52,1.63,11.17,1.44,2021-04-18 18:00:00
27.3,87.63,1.77,11.29,1.63,2021-04-18 19:00:00
26.86,90.34,1.88,10.98,1.76,2021-04-18 20:00:00
26.47,92.62,1.97,8.14,1.84,2021-04-18 21:00:00
26.14,94.37,1.96,7.09,1.8,2021-04-18 22:00:00
25.8,95.59,1.89,5.3,1.73,2021-04-18 23:00:00
25.49,96.57,1.85,5.12,1.7,2021-04-19 00:00:00
25.19,97.28,1.84,5.39,1.68,2021-04-19 01:00:00
24.97,97.5,1.85,6.18,1.7,2021-04-19 02:00:00
24.79,97.4,1.89,7.01,1.74,2021-04-19 03:00:00
24.59,97.4,1.89,7.38,1.73,2021-04-19 04:00:00
24.42,97.15,1.87,7.7,1.61,2021-04-19 05:00:00
24.67,96.5,1.8,7.07,1.5,2021-04-19 06:00:00
27.17,85.2,2.8,19.62,1.83,2021-04-19 08:00:00
29.93,67.86,3.74,13.49,2.3,2021-04-19 15:00:00
29.26,70.92,3.41,5.89,2.19,2021-04-19 16:00:00
28.21,77.01,2.95,2.8,2.13,2021-04-19 17:00:00
26.58,86.94,2.39,1.68,2.12,2021-04-19 18:00:00
25.82,91.23,2.35,1.06,2.18,2021-04-19 19:00:00
25.48,93.34,2.33,0.82,2.12,2021-04-19 20:00:00
25.2,95.0,2.24,0.65,2.02,2021-04-19 21:00:00
24.94,96.24,2.17,0.33,1.93,2021-04-19 22:00:00
24.67,97.16,2.11,0.34,1.89,2021-04-19 23:00:00
24.41,97.75,2.09,0.56,1.89,2021-04-20 00:00:00
24.2,97.97,2.11,1.99,1.91,2021-04-20 01:00:00
24.04,97.95,2.17,4.04,1.96,2021-04-20 02:00:00
23.9,97.99,2.22,5.08,2.01,2021-04-20 03:00:00
23.71,98.06,2.07,5.21,1.83,2021-04-20 04:00:00
23.57,97.69,1.95,3.63,1.55,2021-04-20 05:00:00
24.07,96.79,1.76,3.67,1.36,2021-04-20 06:00:00
26.16,90.99,2.13,0.4,1.45,2021-04-20 07:00:00
28.08,75.84,2.54,0.36,1.58,2021-04-20 08:00:00
29.33,69.08,2.37,0.42,1.41,2021-04-20 09:00:00
30.46,65.2,2.23,0.69,1.32,2021-04-20 10:00:00
31.23,62.47,2.15,0.71,1.28,2021-04-20 11:00:00
31.65,60.85,2.19,1.13,1.3,2021-04-20 12:00:00
31.72,60.32,2.28,1.79,1.35,2021-04-20 13:00:00
31.55,60.88,2.37,2.54,1.41,2021-04-20 14:00:00
31.1,62.68,2.39,2.6,1.44,2021-04-20 15:00:00
30.58,65.96,2.36,1.83,1.5,2021-04-20 16:00:00
29.71,71.77,2.24,1.62,1.58,2021-04-20 17:00:00
27.93,82.15,1.95,1.37,1.57,2021-04-20 18:00:00
27.05,86.84,2.02,1.68,1.68,2021-04-20 19:00:00
26.58,89.6,2.05,1.71,1.78,2021-04-20 20:00:00
26.19,91.87,2.05,1.33,1.82,2021-04-20 21:00:00
25.84,93.54,1.98,1.15,1.73,2021-04-20 22:00:00
25.48,94.91,1.96,1.11,1.63,2021-04-20 23:00:00
25.11,96.36,1.92,0.99,1.58,2021-04-21 00:00:00
24.81,97.49,1.92,1.26,1.57,2021-04-21 01:00:00
24.59,98.17,1.92,1.14,1.62,2021-04-21 02:00:00
24.49,98.35,1.91,1.12,1.67,2021-04-21 03:00:00
24.38,98.42,1.89,1.34,1.64,2021-04-21 04:00:00
24.25,98.42,1.93,1.14,1.57,2021-04-21 05:00:00
24.62,97.45,1.83,0.94,1.5,2021-04-21 06:00:00
26.11,93.36,2.05,0.55,1.29,2021-04-21 07:00:00
27.91,82.01,2.12,0.47,1.29,2021-04-21 08:00:00
29.11,72.8,1.92,0.52,1.13,2021-04-21 09:00:00
30.4,66.52,1.71,0.57,1.01,2021-04-21 10:00:00
31.35,62.53,1.57,0.59,0.94,2021-04-21 11:00:00
31.98,60.38,1.53,0.67,0.92,2021-04-21 12:00:00
32.19,59.64,1.51,0.92,0.92,2021-04-21 13:00:00
31.92,60.41,1.51,0.93,0.92,2021-04-21 14:00:00
31.58,62.52,1.47,1.13,0.9,2021-04-21 15:00:00
31.24,67.15,1.45,1.31,0.98,2021-04-21 16:00:00
30.42,71.83,1.63,1.43,1.13,2021-04-21 17:00:00
28.74,81.83,1.51,1.28,1.19,2021-04-21 18:00:00
27.94,86.07,1.52,1.21,1.3,2021-04-21 19:00:00
27.5,88.66,1.55,0.93,1.38,2021-04-21 20:00:00
27.04,91.14,1.62,0.82,1.45,2021-04-21 21:00:00
26.63,93.16,1.58,0.68,1.4,2021-04-21 22:00:00
26.27,94.59,1.55,0.52,1.36,2021-04-21 23:00:00
25.95,95.71,1.55,0.52,1.29,2021-04-22 00:00:00
25.69,96.5,1.56,0.35,1.25,2021-04-22 01:00:00
25.46,96.83,1.61,0.43,1.27,2021-04-22 02:00:00
25.27,97.09,1.65,0.47,1.31,2021-04-22 03:00:00
25.17,96.91,1.67,0.52,1.29,2021-04-22 04:00:00
25.14,95.91,1.71,0.63,1.25,2021-04-22 05:00:00
25.42,95.3,1.64,0.74,1.28,2021-04-22 06:00:00
26.68,91.72,1.72,0.36,1.22,2021-04-22 07:00:00
27.89,84.6,1.82,0.53,1.19,2021-04-22 08:00:00
28.6,78.26,1.76,0.47,1.04,2021-04-22 09:00:00
29.32,74.83,1.81,0.49,1.05,2021-04-22 10:00:00
29.88,72.39,2.0,0.43,1.16,2021-04-22 11:00:00
29.97,71.7,2.07,0.58,1.22,2021-04-22 12:00:00
30.03,71.24,2.1,0.69,1.26,2021-04-22 13:00:00
29.87,72.18,2.08,0.92,1.29,2021-04-22 14:00:00
29.67,74.12,2.17,1.06,1.41,2021-04-22 15:00:00
29.26,77.14,2.25,1.29,1.58,2021-04-22 16:00:00
28.38,82.54,2.15,1.38,1.64,2021-04-22 17:00:00
27.1,90.18,1.95,1.28,1.76,2021-04-22 18:00:00
